,Best months for climbing:,Continent:,Convenient Center:,Country:,Difficulty:,Elevation (feet):,Elevation (meters):,First successful climber(s):,Latitude:,Longitude:,Most recent eruption:,Nearest major airport:,Province:,Range/Region:,State:,Volcanic status:,Year first climbed:
Big Mount Spirabo,"Jan, Feb, Mar, Aug, Sep, Oct, Nov, Dec",Australia/Oceania,Deepwater,Australia,Walk up,4803.0,1463.9544,,-29.347229,152.099966,,Brisbane,,North NSW Great Dividing Range,,,
Mt Bajimba,"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec",Australia/Oceania,Deepwater,Australia,Walk up,4741.0,1445.0568,,-29.294232,152.105829,,Brisbane,,North NSW Great Dividing Range,,,
The Magistrate,,Australia/Oceania,Deepwater,Australia,,4928.0,1502.0544,,-29.376913000000002,152.009656,,Brisbane,,North NSW Great Dividing Range,,,
Punta di a Vacca (Tower III),,Europe,Zonza,France,Scramble,5121.0,1560.8808,,41.805234999999996,9.213737,,"Ajaccio,Bonifacio",,Tyrrhennian Islands,,,
Mount Salawaket Mount Bangeta,"May, Jun, Jul, Aug",Australia/Oceania,Lae,Papua New Guinea,Major Mountain Expedition,13520.0,4120.896,,-6.314966,147.08809399999998,,Port Moresby,,Western New Guinea Peninsula,,,
Guajara,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Puerto de la Cruz,Spain,Walk up,8907.0,2714.8536,,28.21661,-16.611539999999998,,Tenerife South,,Canary Islands,,Dormant,
Velika Klekovača,"Jun, Jul, Aug, Sep",Europe,Drvar,Bosnia and Herzegovina,Walk up,6444.0,1964.1312,,44.432087,16.507623000000002,,Banja Luka,,Dinaric Alps,,,
Chinese Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,,United States,Walk up,6791.0,2069.8968,,42.848803000000004,-112.363031,,,,,Idaho,,
Kinport Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,,United States,Walk up,7222.0,2201.2656,,42.807691999999996,-112.48803600000001,,,,,Idaho,,
Volcan Mountain,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",North America,,United States,Walk up,5000.0,1524.0,,33.164486,-116.620019,,,,,California,,
North Twin Mountain,"Jun, Jul, Aug",North America,,United States,Walk up,4761.0,1451.1528,,44.202333,-71.55833299999999,,,,White Mountains,New Hampshire,,
Lower Wolfjaw Mtn,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Keene,United States,Walk up,4177.0,1273.1496,,44.148406,-73.832585,,Burlington International,,Adirondacks,New York,,
Mount Field,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,"Littleton, NH",United States,Walk up,4341.0,1323.1368,,44.196670000000005,-71.435549,,,,White Mountains,New Hampshire,,
Latir Peak,"Jan, Feb, Mar, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,"Red River, New Mexico",United States,Walk up,12708.0,3873.3984,,36.803535,-105.47776100000002,,TAOS,,Sangre de Cristo Range,New Mexico,Dormant,
Chimayosos Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,Santa Fe,United States,Walk up,12841.0,3913.9368,,35.973585,-105.61046499999999,,Albuquerque,,Sangre de Cristo Range,New Mexico,Extinct,
Jicarita Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,Santa Fe,United States,Walk up,12835.0,3912.1079999999997,,36.054813,-105.562228,,Albquerque,,Sangre de Cristo Range,New Mexico,Extinct,
Sheepshead Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,Santa Fe,United States,Scramble,12696.0,3869.7408,,35.991296000000006,-105.645569,,Albuquerque,,Sangre de Cristo Range,New Mexico,Extinct,
Redonda Peak,"May, Jun, Jul, Aug, Sep, Oct",North America,Santa Fe,United States,,12357.0,3766.4136,,35.861916,-105.74551899999999,,Albuquerque,,Sangre de Cristo Range,New Mexico,Extinct,
Cabezon Peak,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Albuquerque,United States,,7795.0,2375.916,,35.598997,-107.09589299999999,,Albuquerque,,,New Mexico,Dormant,
Punta Nera,"Jul, Aug, Sep",Europe,Cortina d'Ampezzo,Italy,,9341.0,2847.1368,Alessandro Lacedelli,46.516589,12.19177,,Venice,,Dolomites,,,1876.0
Perelik,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,Smolian,Bulgaria,Scramble,7185.0,2189.988,Stefan Shumkov,41.36,24.27,,Thessaloniki,,,,,
Pointes de Tsavolire,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Grimentz,Switzerland,Walk up,9928.0,3026.0544,,46.16236,7.509239999999999,,"Geneve, Zurich",,Pennine Alps,,,
Hasenfluh,"Jul, Aug, Sep",Europe,Lech,Austria,Scramble,8314.0,2534.1072,,47.881192,10.148583,,Zurich,,Austrian Alps,,,
Monte Giove,"Apr, May, Jun, Jul, Sep",Europe,,Italy,Walk up,9872.0,3008.9856,,46.36159,8.3864,,,,Lepontine Alps,,,
Corraun Tuathal,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Killarney Co.Kerry,Ireland,Walk up,3602.0,1097.8896,,51.991659999999996,-9.724311,,Shannon ai,,,,Dormant,
Hundstein,"Jul, Aug, Sep, Oct",Europe,Appenzell,Switzerland,Scramble,7073.0,2155.8504,,47.252331,9.402268,,Zürich / Altstätten,,Saint Gallen Alps,,,
Altmann,"Jul, Aug, Sep, Oct",Europe,Appenzell,Switzerland,Scramble,7992.0,2435.9616,,47.239588,9.371796,,Zürich / Altstätten,,Saint Gallen Alps,,,
Garsellikopf,"Jul, Aug, Sep, Oct",Europe,Vaduz / Feldkirch,Switzerland,Walk up,6906.0,2104.9488,,47.170287,9.56475,,Zürich / Altstätten,,Austrian Alps,,,
Dent de Lys,"May, Jun, Jul, Aug, Sep, Oct",Europe,"Les Paccots on the west, Les Sciernes on the east",Switzerland,Scramble,6608.0,2014.1184,,46.507634,7.002961,,Geneva,,,,,
Bivachnaya,"May, Jun, Jul, Aug, Sep",Asia,Dushanbe,Tajikistan,Technical Climb,12139.0,3699.9672,,38.924795,68.71835899999999,,Dushanbe,,Central Turkestan Ranges,,,
Energia,"Jun, Jul, Aug",Asia,"Samarkand, Dushanbe",Tajikistan,,16798.0,5120.0304,,39.18204,68.199556,,via Samarkand or Dushanbe,,Central Turkestan Ranges,,,
Nairamdal,"Jun, Jul, Aug",Asia,Olgii,Mongolia,Basic Snow/Ice Climb,13507.0,4116.9336,,49.178000000000004,87.8235,,Olgii,,Altai,,,
Forgotten Peak,Aug,Asia,Manali,India,Major Mountain Expedition,19321.0,5889.0408,"Michal Apollo, Philip Varley, Marek Zoladek",33.110523,76.891251,,Delhi,,,,,2012.0
Tsengel Khairkhan Uul,"Jun, Jul, Aug",Asia,Sagsai,Mongolia,Scramble,12920.0,3938.0159999999996,,48.648790000000005,89.15755,,Olgii,,Altai,,,
Deglii Tsagaan,"Jun, Jul, Aug",Asia,"Ulaangom, Olgii",Mongolia,Technical Climb,13009.0,3965.1432,Junko Tabei,49.70688,91.3188,,"Ulaangom, Olgii",,Altai,,,1989.0
Punta del Sabbione,"May, Jun, Jul, Aug",Europe,Formazza,Italy,Basic Snow/Ice Climb,10440.0,3182.112,,46.24,8.18,,Malpensa,,,,,
Punta della Valletta,"Jun, Jul, Aug, Sep",Europe,Aosta,Italy,Walk up,10138.0,3090.0624,P.L.Guignard,45.658282,7.339335,,Torino,,,,,1877.0
Roc del Boucher,"Jul, Aug, Sep",Europe,Cesana Torinese,Italy,Walk up,10778.0,3285.1344,hunters and cartographers,44.906892,6.864623,,Torino,,Cottian Alps,,,
Punta Ciatagnera,"Jul, Aug, Sep",Europe,CESANA TORINESE,Italy,Walk up,10807.0,3293.9736,G.PIOLTI-O.ALLIAUD,44.904092,6.861679,,TORINO,,Cottian Alps,,,1885.0
Hundskopf,"Jul, Aug, Sep, Oct",Europe,Innsbruck,Austria,Scramble,7358.0,2242.7184,,47.341111,11.558333,,Innsbruck,,Austrian Alps,,,
Tsetsee Gun Uul,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,Ulaan Baatar (Zuunmod),Mongolia,Walk up,7408.0,2257.9584,,47.700173,106.920061,,Buyant Ukhan International,,,,,
Jankho Huyo,"Jun, Jul, Aug",South America,La Paz,Bolivia,Basic Snow/Ice Climb,18084.0,5512.0032,,-16.051061999999998,-68.323589,,El Alto,,Bolivian Andes,,,
Moncucco,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Domodossola,Italy,,1896.0,577.9008,,46.055,8.138,,Malpensa,,,,,
Adi Kailash,,Asia,Darchula,India,,20312.0,6191.0976,"An international team of climbers led by Andy Perkins and Martin Welch has made the first ascent of Adi (also known as Chota or Little) Kailash in the Kumaun Himalaya. Andy Perkins(UK), Tim Woodward (UK), Jason Hubert (Scotland), Paul Zuchowski (USA), Martin Welch (Scotland), Diarmid Hearns (Scotland), Jack Pearse (UK) and Amanda George (Scotland) made the first ascent of Adi Kailash by the SW ridge on the 8th October 2004. Reference: http://www.indmount.org/adikailash2004.aspx",30.285290000000003,80.651983,,,,Garhwal Himalaya,,,2004.0
Superior Peak,"Jun, Jul, Aug",North America,Salt Lake Valley,United States,Scramble,11040.0,3364.992,,40.591656,-111.67105500000001,,Salt Lake Intn'l,,Wasatch Range,Utah,,
Om Parvat,,Asia,Darchula,India,,20312.0,6191.0976,,30.198803,81.034704,,"Pant Nagar, Uttarakhand, India",,Garhwal Himalaya,,,
Wila Manquilisani,"Jun, Jul, Aug, Sep",South America,La Paz,Bolivia,Basic Snow/Ice Climb,17467.0,5323.9416,,-16.312366,-68.07905799999999,,El Alto,,Bolivian Andes,,,
Morro Rock,,North America,"Morro Bay, CA",United States,,581.0,177.0888,,35.36943,-120.86755,20 million years old,,,Central and Southern California Ranges,California,Extinct,
Testa Nera,"Jun, Jul, Aug, Sep, Oct",Europe,Aosta,Italy,Walk up,9249.0,2819.0952,,45.66794,7.336073,,Torino,,,,,
Mont Glacier,"Jun, Jul, Aug, Sep",Europe,Champorcher,Italy,Walk up,10453.0,3186.0744,Pierre Chanoux,45.63134,7.540136,,Torino,,,,,1848.0
Rosa dei Banchi,"Jul, Aug, Sep",Europe,Champorcher,Italy,Walk up,10381.0,3164.1288,Hunters,45.576696000000005,7.53078,,Torino,,,,,
Guallatiri (volcàn),"May, Jun, Jul, Aug, Sep, Oct",South America,Putre,Chile,Basic Snow/Ice Climb,19888.0,6061.8624,,-18.416397,-69.083448,,Arica,,Bolivian Andes,,Active,
Guane Guane,"May, Jun, Jul, Aug, Sep",South America,Putre,Chile,Walk up,16719.0,5095.9512,,-18.123309,-69.375959,,Arica,,Bolivian Andes,,,
Cerro Negro,"Jan, Feb, Mar, Apr, Dec",North America,Leon,Nicaragua,Walk up,2388.0,727.8624,,12.506111,-86.701944,1999,Leon,,Nicaragua - Honduras - El Salvador Ranges,,Active,
Tequila Volcano,"Jan, Feb, Mar, Apr, May, Jun, Nov, Dec",North America,Tequila,Mexico,Walk up,9580.0,2919.9840000000004,,20.78821,-103.84243000000001,"over 200,000 years ago",Guadalajara,,Cordillera Neovolcanica,,Extinct,
Vidova Gora,"May, Jun, Sep, Oct",Europe,"Bol, Brac, Croatia",Croatia,Walk up,2552.0,777.8496,,43.283983,16.627106,,"Brac, Croatia",,Balkan Mountains,,,
Copa Norte,"Jun, Jul, Aug, Sep",South America,Huaraz,Peru,Major Mountain Expedition,20253.0,6173.1144,"P.Borchers,E.Hein,H.Hoerlin,H.Kinzl,E.Schneider with natives",-9.26729,-77.481638,,Lima,,Peruvian Andes,,,1932.0
Monte Motola,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,,Italy,Walk up,5715.0,1741.932,,40.2142,15.2749,,,,Apennines,,,
Cima Piana,"May, Jun, Jul, Aug, Sep, Oct",Europe,Champorcher,Italy,Walk up,8241.0,2511.8568,,45.646073,7.608542999999999,,Torino,,,,,
Torre Ponton,"Jun, Jul, Aug, Sep",Europe,Champorcher,Italy,Walk up,10174.0,3101.0352,Pierre Chanoux,45.603845,7.494560000000001,,Torino,,,,,1849.0
Mount Hunger,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Stowe,United States,,3540.0,1078.992,,44.418735,-72.638251,,,,Green Mountains,Vermont,,
Punta Garin,"Jul, Aug, Sep",Europe,Cogne,Italy,Scramble,11312.0,3447.8976,"B.Chamonin,P.Chanoux",45.655343,7.377314999999999,,Torino,,,,,1856.0
Vicos,"May, Jun, Jul, Aug, Sep, Oct",South America,Huaraz,Peru,Basic Snow/Ice Climb,17438.0,5315.1024,"A.Morales,A.Gamarra,J.Mariategui,J.Torres,J.Vidal",-9.29177,-77.485844,,Lima,,Peruvian Andes,,,1952.0
Pico Austria,"May, Jun, Jul, Aug, Sep, Oct",South America,La Paz,Bolivia,Walk up,17480.0,5327.904,,-16.189753,-68.2575,,El Alto,,Bolivian Andes,,,
Mt Domain,"Apr, May, Sep, Oct",Australia/Oceania,Tuggeranong,Australia,Scramble,4872.0,1484.9856,,-35.483333,148.866667,,Canberra,,South NSW Great Dividing Range,,,
Shanahans Mountain,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct",Australia/Oceania,Tuggeranong,Australia,Walk up,4629.0,1410.9192,,-35.82917,149.02255,,Canberra,,South NSW Great Dividing Range,,,
Mont Delà,"Jun, Jul, Aug, Sep",Europe,Champorcher,Italy,Scramble,10299.0,3139.1352,Pierre Chanoux,45.624018,7.528805999999999,,Torino,,,,,1848.0
Jallayco,"May, Jun, Jul, Aug, Sep",South America,La Paz,Bolivia,Walk up,17139.0,5223.9672,,-16.208381,-68.233295,,El Alto,,Bolivian Andes,,,
Mt Tennent,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",Australia/Oceania,Tuggeranong,Australia,Walk up,4511.0,1374.9528,,-35.549808,149.04436,,Canberra,,South NSW Great Dividing Range,,,
Gibraltar Peak,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Australia/Oceania,Tuggeranong,Australia,Walk up,3406.0,1038.1488,,-35.458921999999994,148.94783,,Canberra,,South NSW Great Dividing Range,,,
Yanapaccha,"Jun, Jul, Aug",South America,Huaraz,Peru,Basic Snow/Ice Climb,17913.0,5459.8824,"F.Ayres,A.Creswell,R.Irwin,G.Matthews,D.Michael,L.Ortenburger",-9.027054,-77.576652,,Lima,,Peruvian Andes,,,1954.0
Monte Mantello,"Jul, Aug, Sep",Europe,Bormio,Italy,Scramble,11539.0,3517.0872,,46.37287,10.56069,,Milan,,Ortler Alps,,,
The Pyramid,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",Australia/Oceania,Tuggeranong,Australia,Walk up,3835.0,1168.9080000000001,,-35.477288,148.928488,,Canberra,,South NSW Great Dividing Range,,,
Mount Rob Roy,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Australia/Oceania,Tuggeranong,Australia,Walk up,3563.0,1086.0024,,-35.49497,149.128645,,Canberra,,South NSW Great Dividing Range,,,
Square Rock,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov",Australia/Oceania,Tuggeranong,Australia,,4593.0,1399.9464,,-35.542753999999995,148.891323,,Canberra,,South Queensland Great Dividing Range,,,
Cima Villacorna,"Jun, Jul, Aug, Sep",Europe,Bormio,Italy,Walk up,11309.0,3446.9832,,46.36953,10.55453,,Milan,,Ortler Alps,,,
Corno dei Tre Signori,"Jul, Aug, Sep",Europe,Bormio,Italy,Scramble,11024.0,3360.1152,"P.Damiani, F.Gamba, G.Duina",46.34323,10.51569,,Milan,,Ortler Alps,,,1876.0
Geisterspitze (Punta degli Spiriti),"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Bormio,Italy,Basic Snow/Ice Climb,11375.0,3467.1,,46.498998,10.475166999999999,,Milan,,Ortler Alps,,,
Monte Groppo Rosso,"Jan, Feb, May, Jun, Jul, Aug, Sep, Oct",Europe,Santo Stefano d'Aveto,Italy,Walk up,5240.0,1597.152,,44.561137,9.467087,,Genova,,Apennines,,,
Itkol Peak,"Apr, May, Jun, Jul, Aug",Europe,Terskol,Russia,Scramble,11585.0,3531.1079999999997,,43.26866,42.539133,,Miniralnie Vodi,,Central Caucasus,,,
Maliy Donguzorun,"May, Jun, Jul, Aug, Sep, Oct",Europe,"Terskol, Elbrus town",Russia,Basic Snow/Ice Climb,12339.0,3760.9272,,43.245219,42.464546,,Miniralnie Vodi,,Central Caucasus,,,
Cima Dosegu,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Bormio,Italy,Basic Snow/Ice Climb,11680.0,3560.0640000000003,,46.382914,10.557163000000001,,Milan,,Ortler Alps,,,
Les Diablons,"Jul, Aug, Sep",Europe,Sion,Switzerland,Scramble,11841.0,3609.1368,,46.142212,7.671316,,Geneve and Bern,,Pennine Alps,,,
Lazy Mountain,"Jun, Jul, Aug, Sep",North America,Anchorage,United States,,3763.0,1146.9624,,61.622831999999995,-148.96657199999999,,Anchorage,,Chugach Mountains,Alaska,,
Stanserhorn,"May, Jun, Jul, Aug, Sep",Europe,Stans or Luzern (Lucerne),Switzerland,Walk up,6227.0,1897.9896,,46.929901,8.340169,,Zürich,,Urner Alps,,,
Mt Baldy,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Anchorage,United States,Walk up,3281.0,1000.0488,,61.332626,-149.461901,,Anchorage,,Chugach Mountains,Alaska,,
Pik Petrovski,,Asia,Osh,Kyrgyzstan,,4910.0,1496.568,,39.458349,72.884038,,,,,,,
Dent de Jaman,"May, Jun, Jul, Aug, Sep, Oct",Europe,Montreux,Switzerland,Scramble,6152.0,1875.1296,,46.444963,6.975,,Geneva,,,,,
Volcan Barva,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,San Jose,Costa Rica,Walk up,9534.0,2905.9632,,10.131577,-84.101316,,San Jose,,Costa Rica - Panama Ranges,,Extinct,
Volcan Irazu,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,SanJosé,Costa Rica,Walk up,11260.0,3432.048,,9.976497,-83.854381,,"Juan Santa-Maria international, San-José",,Costa Rica - Panama Ranges,,Dormant,
Aiguille de Roselette,"Jun, Jul, Aug, Sep, Oct",Europe,Les Contamines-Montjoie,France,Scramble,7822.0,2384.1456,,45.770956,6.690459,,Geneva,,Graian Alps,,,
Tête Nord des Fours,"Jun, Jul, Aug, Sep, Oct",Europe,Les Contamines-Montjoie,France,Walk up,9042.0,2756.0016,,45.734903,6.724877,,Geneva,,Graian Alps,,,
Cerro Chato,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,San José,Costa Rica,Walk up,3740.0,1139.952,,10.440837,-84.689814,,"Juan Santa-Maria international, San-José",,Costa Rica - Panama Ranges,,Extinct,
Misho,"Mar, Apr, May",Asia,,Iran,Walk up,9383.0,2859.9384,,37.0,46.0,,,,Northwest Iran Ranges,,,
Cerro Tres Amigos,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,San José,Costa Rica,Walk up,6043.0,1841.9064,,10.317786,-84.793798,,"Juan Santa-Maria international, San-José",,Costa Rica - Panama Ranges,,,
Cuchillo Khuno,"May, Jun, Jul, Aug, Sep, Oct",South America,La Paz,Bolivia,Walk up,16798.0,5120.0304,,-16.198737,-68.261791,,El Alto,,Bolivian Andes,,,
Punta del Naso (Grosse Nagler Spitze),"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Bormio,Italy,Basic Snow/Ice Climb,10735.0,3272.028,,46.50835,10.45757,,Milan,,Ortler Alps,,,
Hohe Schneide (Monte Cristallo),"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Bormio,Italy,Basic Snow/Ice Climb,11266.0,3433.8768,Oster and Mazagg,46.49585,10.46053,,Milan,,Ortler Alps,,,1872.0
Imbabura Norte,"Jan, Feb, Jun, Jul, Aug, Dec",South America,Quito,Ecuador,Scramble,15026.0,4579.9248,,0.26163600000000004,-78.180465,,Quito,,Ecuador Andes,,Extinct,
Yanaurco de Piñan,"Jan, Feb, Jun, Jul, Aug",South America,Quito,Ecuador,Scramble,14879.0,4535.1192,,0.48286599999999996,-78.329817,,Quito,,Ecuador Andes,,Extinct,
Cerro Vantisqueros,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,San José,Costa Rica,Walk up,12507.0,3812.1336,,9.475472,-83.50994200000001,,"Juan Santa-Maria international, San-José",,Costa Rica - Panama Ranges,,,
Cerro Terbi,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,San José,Costa Rica,Walk up,12352.0,3764.8896,,9.456677,-83.49350600000001,,"Juan Santa-Maria international, San-José",,Costa Rica - Panama Ranges,,,
Wila Llojo,"Apr, May, Jun, Jul, Aug, Sep, Oct",South America,La Paz (Bolivia),Bolivia,Walk up,16424.0,5006.0352,,-16.317308999999998,-68.064724,,El Alto (Bolivia),,Bolivian Andes,,,
Le Veyou,"May, Jun, Jul, Aug, Sep, Oct",Europe,Crest,France,Walk up,5213.0,1588.9224,,44.633,5.2,,,,,,,
Schönberg,"Jun, Jul, Aug, Sep",Europe,Feldkirch,Liechtenstein,,6903.0,2104.0344,,47.130361,9.592944000000001,,"Zurich, Friedrichshafen, Munich, Innsbruck",,,,,
Cerro Khasiri,"Jun, Jul, Aug, Sep",South America,La Paz (Bolivia),Bolivia,Basic Snow/Ice Climb,17139.0,5223.9672,,-16.450572,-67.938149,,El Alto (Bolivia),,Bolivian Andes,,,
Kolini,"Apr, May, Jun, Jul, Aug, Sep, Oct",South America,La Paz(Bolivia),Bolivia,Walk up,16299.0,4967.9352,,-16.317885,-68.04833,,El Alto(Bolivia),,Bolivian Andes,,,
Palandoken,"May, Jun, Jul, Aug, Sep",Asia,Başköy,Turkey,Walk up,10732.0,3271.1136,,39.8489,41.2842,,Erzurum Airport,,,,,
Zla Kolata,"Jul, Aug, Sep",Europe,Podgorica,Serbia and Montenegro,Walk up,8314.0,2534.1072,,42.485,19.897222,,"Podgorica, Tivat, Dubrovnik",,Balkan Mountains,,,
Cerro Santiago,"Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",South America,Quillacollo,Bolivia,Walk up,14974.0,4564.0752,,-17.239812,-66.272665,,Cochabamba,,Bolivian Andes,,,
Nangkartshang Peak,"Sep, Oct, Nov",Asia,Dingboche,Nepal,Walk up,16676.0,5082.8448,,27.904,86.8337,,Lukla,,Central Nepal Himalaya,,,
Glas Maol,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,Aberdeen,United Kingdom,Walk up,3504.0,1068.0192,,56.87239,-3.3682,,"Aberdeen, Edinburgh, Glasgow",,Scottish Highlands,,,
Klinovec (Keilberg),"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,,Czech Republic,Walk up,4081.0,1243.8888,,50.3964,12.9678,,,,Erzgebirge,,,
Mont Gerbier de Jonc,"Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,,France,Scramble,5089.0,1551.1272,,44.8415,4.2226,,Valence,,Massif Central,,Extinct,
Mallos de Riglos,"Mar, Apr, May, Jun, Jul, Aug, Sep, Oct",Europe,Huesca,Spain,Technical Climb,3428.0,1044.8544,,42.3507,-0.7264,,Zaragoza,,Pyrenees,,,
Mont Joseph Fortin,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",North America,Rimouski,Canada,Walk up,3543.0,1079.9064,,48.947283,-66.018259,,,Quebec,Canadian Appalachians,,,
Piegan Mountain,"Jun, Jul, Aug, Sep",North America,Kalispell,United States,Scramble,9220.0,2810.256,,48.71024,-113.68923999999998,,Kalispell International Airport,,,Montana,,
Petite Autane,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Europe,Gap,France,Scramble,8264.0,2518.8672,,44.640366,6.24619,,Lyon,,Dauphine Alps,,,
Kollpani,"May, Jun, Jul, Aug, Sep, Oct",South America,La Paz (Bolivia),Bolivia,Walk up,16161.0,4925.8728,,-16.215469,-68.271919,,El Alto (Bolivia),,Bolivian Andes,,,
Condor Pusthaña,"May, Jun, Jul, Aug, Sep, Oct",South America,La Paz (Bolivia),Bolivia,Walk up,15801.0,4816.1448,,-16.225358,-68.266598,,El Alto (Bolivia),,Bolivian Andes,,,
Mont Agou,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Africa,,Togo,Walk up,3235.0,986.028,,6.866666,-0.75,,Lomé,,,,,
Mont Collins,"Jun, Jul, Aug, Sep",North America,Matane,Canada,Walk up,3399.0,1036.0152,,48.876094,-66.687867,,Québec city,Quebec,Canadian Appalachians,,,
Mount Aso,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Asia,Kumamoto,Japan,Walk up,5223.0,1591.9704,,32.8844,131.1039,2011,Fukuoka,,Kyushu,,Active,
Spirit Mound,"May, Jun, Jul, Aug, Sep, Oct",North America,Vermillion SD,United States,Walk up,1279.0,389.8392,Lewis and Clark,42.87444,-96.959212,,Sioux Falls SD,,,South Dakota,,1804.0
Gobblers Knob,"Jul, Aug, Sep",North America,Salt Lake City,United States,Scramble,10246.0,3122.9808,,40.6708,-111.68299999999999,,Salt Lake City,,Wasatch Range,Utah,,
Mount Raymond,"Jul, Aug, Sep",North America,Salt Lake City,United States,Scramble,10241.0,3121.4568,,40.658,-111.70100000000001,,Salt Lake City,,,Utah,,
Sheep Mountain,"Jun, Jul, Aug, Sep, Oct",North America,Granite Falls,United States,Scramble,6166.0,1879.3968,,48.024885,-121.418043,,Seattle-Tacoma,,Cascade Range,Washington,,
